id,time,latitude,longitude,depth,mag,spatial_cluster
usp0009x4b,24-07-2000 22:10,24.771,122.478,127.6999969,5,66
usp0009x4h,25-07-2000 03:14,-53.553,-3.169,10,5.900000095,0
usp0009x4w,25-07-2000 07:12,34.218,139.277,10,5.099999905,129
usp0009x4z,25-07-2000 08:10,34.182,139.338,10,5,129
usp0009x5u,25-07-2000 18:36,34.088,139.31,10,5.199999809,129
usp0009x66,27-07-2000 08:31,-11.092411,1.016863,41.04239655,5.166332722,1
usp0009x6k,26-07-2000 05:37,0.778,-26.038,10,5.5,110
usp0009x6y,26-07-2000 10:09,34.116,139.187,10,5.199999809,129
usp0009x72,27-07-2000 10:58,-11.092,1.018361,41.04301834,5.166340351,1
usp0009x78,27-07-2000 08:31,-3.978177,26.944217,51.80020905,5.298119545,1
usp0009x84,27-07-2000 10:58,-3.977766,26.945714,51.80083084,5.298126698,1
usp0009x8d,27-07-2000 01:49,34.208,139.37,10,5.599999905,129
usp0009x8e,27-07-2000 02:12,34.204,139.248,10,5.5,129
usp0009x8n,27-07-2000 03:18,-37.238,-73.522,30.70000076,5,31
usp0009x8r,27-07-2000 04:28,13.765,-91.555,33,5.199999809,58
usp0009x90,27-07-2000 08:31,-23.615,-68.539,109,5.300000191,34
usp0009x96,27-07-2000 10:58,-53.484,-3.211,10,5.300000191,0
usp0009x9q,27-07-2000 21:29,-1.279,131.54,33,5.099999905,0
usp0009xac,28-07-2000 04:28,-20.679,-174.082,33,5.099999905,13
usp0009xag,28-07-2000 05:22,36.53,71.011,225.3999939,5.400000095,47
usp0009xaj,28-07-2000 05:48,-54.377,5.299,10,5.199999809,139
usp0009xav,28-07-2000 12:38,-12.36,166.49,37.29999924,5.800000191,30
usp0009xaw,28-07-2000 13:05,34.183,139.446,10,5.199999809,129
usp0009xax,28-07-2000 13:32,34.104,139.25,10,5.400000095,129
usp0009xbp,28-07-2000 20:28,23.359,120.915,33,5.699999809,66
usp0009xcx,29-07-2000 09:54,52.996,157.521,167.8000031,5.300000191,0
usp0009xd7,29-07-2000 15:54,51.145,-179.328,49.09999847,5.099999905,7
usp0009xd8,29-07-2000 15:54,-3.973656,26.960692,51.80704498,5.298202991,1
usp0009xd9,29-07-2000 15:54,-11.08789,1.033338,41.04923248,5.166416168,1
usp0009xe10,30-07-2000 00:18,-11.087479,1.034836,41.04985428,5.166423798,1
usp0009xe8,30-07-2000 00:18,33.933,139.35,10,5.699999809,129
usp0009xe9,30-07-2000 00:18,-3.973245,26.96219,51.80766678,5.298210621,1
usp0009xed,30-07-2000 01:14,7.143,-34.062,10,5.300000191,140
usp0009xen,30-07-2000 06:03,-10.935,165.934,45.59999847,5.599999905,30
usp0009xf4,30-07-2000 12:25,33.901,139.376,10,6.5,129
usp0009xf5,30-07-2000 12:48,33.954,139.27,10,5.5,129
usp0009xf9,30-07-2000 13:16,34.119,139.247,10,5,129
usp0009xj10,01-08-2000 04:35,-4.083384,26.560796,51.6411171,5.296170235,1
usp0009xj11,01-08-2000 04:35,-11.197618,0.633442,40.88330841,5.164383888,1
usp0009xj9,01-08-2000 04:35,38.792,-29.009,10,5.099999905,0
usp0009xjc,01-08-2000 05:54,-6.093,151.619,48.20000076,5.199999809,30
usp0009xjf,01-08-2000 07:10,15.056,122.351,59.5,5.400000095,141
usp0009xjk,01-08-2000 08:39,-60.302,-26.598,33,5,121
usp0009xjq,01-08-2000 09:21,-16.817,174.361,33,5.800000191,142
usp0009xjt,01-08-2000 10:19,4.079,93.268,33,5.300000191,143
usp0009xk7,01-08-2000 15:17,5.704,124.352,424.7999878,5.300000191,40
usp0009xk8,01-08-2000 15:17,-4.080919,26.569782,51.64484787,5.296216011,1
usp0009xk9,01-08-2000 15:17,-11.195152,0.642428,40.88703537,5.164429188,1
usp0009xkd,01-08-2000 18:17,-21.433,169.72,33,5,30
usp0009xkf,01-08-2000 18:54,-38.765,78.419,10,5.900000095,0
usp0009xkz,02-08-2000 00:23,13.679,-90.643,66.09999847,5.199999809,58
usp0009xm0,02-08-2000 00:37,-17.945,-174.82,191.1999969,5.599999905,13
usp0009xm1,02-08-2000 00:37,-4.079275,26.575773,51.64733505,5.296246529,1
usp0009xm2,02-08-2000 00:37,-11.193509,0.648419,40.88952255,5.164459705,1
usp0009xmw,02-08-2000 10:23,34.188,139.167,10,5.300000191,129
usp0009xnw,02-08-2000 21:42,34.15,139.221,10,5.300000191,129
usp0009xp0,03-08-2000 01:09,-11.192276,0.652912,40.89138794,5.164482594,1
usp0009xp1,03-08-2000 01:37,-11.191865,0.65441,40.89200592,5.164490223,1
usp0009xp2,03-08-2000 01:09,-4.078042,26.580266,51.64919662,5.296269417,1
usp0009xp3,03-08-2000 01:37,-4.077631,26.581764,51.64981842,5.296277046,1
usp0009xp4,03-08-2000 01:09,-12.037,166.448,33,6.599999905,30
usp0009xp5,03-08-2000 01:37,-11.977,166.568,33,5,30
usp0009xpc,03-08-2000 05:30,31.078,131.308,35,5.599999905,127
usp0009xpt,03-08-2000 07:55,34.151,139.223,10,5.300000191,129
usp0009xqj,03-08-2000 08:50,-0.177,124.963,56,5,69
usp0009xqm,03-08-2000 08:53,0.482,121.286,101.3000031,5.599999905,69
usp0009xsh,03-08-2000 11:20,-45.087,-174.891,33,5,0
usp0009xsk,03-08-2000 11:27,34.1,139.152,10,5.099999905,129
usp0009xsx,03-08-2000 12:13,34.171,139.155,10,5.400000095,129
usp0009xt10,03-08-2000 13:18,-4.074343,26.593746,51.65478897,5.296338081,1
usp0009xt11,03-08-2000 13:18,-11.188577,0.666392,40.89698029,5.164551258,1
usp0009xt9,03-08-2000 13:18,34.172,139.14,10,5.300000191,129
usp0009xu1,03-08-2000 17:01,11.804,143.13,33,5.099999905,41
usp0009xu2,03-08-2000 17:01,-4.073932,26.595244,51.65541077,5.296345711,1
usp0009xu3,03-08-2000 17:01,-11.188166,0.66789,40.89760208,5.164558887,1
usp0009xuj,03-08-2000 19:22,-17.684,-71.968,33,5.800000191,34
usp0009xuk,03-08-2000 19:23,34.123,139.095,10,5.099999905,129
usp0009xum,03-08-2000 19:25,-17.604,-71.744,33,5.199999809,34
usp0009xv7,03-08-2000 22:56,-6.323,131.006,33,5.099999905,74
usp0009xv8,03-08-2000 22:56,-4.072288,26.601235,51.65789795,5.296375751,1
usp0009xv9,03-08-2000 22:56,-11.186522,0.673881,40.90008545,5.164589405,1
usp0009xvd,04-08-2000 02:08,-29.85,-178.287,101.8000031,5.099999905,13
usp0009xvh,04-08-2000 03:11,-12.723,66.171,10,5,0
usp0009xvj,04-08-2000 03:14,-12.776,66.252,10,5.099999905,0
usp0009xvs,04-08-2000 05:05,-22.976,169.752,33,5,30
usp0009xvz,04-08-2000 07:47,0.152,126.438,114.8000031,5.599999905,40
usp0009xws,04-08-2000 21:13,48.786,142.246,10,6.800000191,144
usp0009xwv,04-08-2000 21:29,48.922,142.113,10,5.300000191,144
usp0009xxc,04-08-2000 23:34,-31.454,-178.55,33,5.300000191,13
usp0009xxu,05-08-2000 02:55,-7.234,128.489,100.3000031,5.199999809,74
usp0009xy4,05-08-2000 06:13,-24.38,-112.031,10,5.300000191,145
usp0009xy5,05-08-2000 06:13,-4.068179,26.616212,51.66411209,5.296452045,1
usp0009xy6,05-08-2000 06:13,-11.182413,0.688858,40.90629959,5.164665222,1
usp0009xyc,05-08-2000 08:30,-6.377,130.209,140.5,5.5,74
usp0009xz7,05-08-2000 19:43,-5.845,130.309,171.1999969,5.5,74
usp0009xz8,05-08-2000 19:43,-4.067357,26.619207,51.66535568,5.296467304,1
usp0009xz9,05-08-2000 19:43,-11.181591,0.691854,40.90754318,5.164680481,1
usp0009xzy,06-08-2000 07:27,28.856,139.556,394.7999878,7.400000095,0
usp0009y1q,07-08-2000 03:24,-6.499,130.471,125.3000031,5.400000095,74
usp0009y1r,07-08-2000 03:39,-12.013,166.419,33,5.400000095,30
usp0009y1v,07-08-2000 05:23,29.025,131.207,33,5.699999809,53
usp0009y2g,07-08-2000 14:33,-7.018,123.357,648.5,6.5,56
usp0009y2j,07-08-2000 15:29,-11.864,166.135,33,5.699999809,30
usp0009y2v,07-08-2000 17:16,0.06,126.622,77,5,40
usp0009y3d,08-08-2000 01:15,42.099,76.973,33,5,0
usp0009y3w,08-08-2000 10:31,-39.245,176.309,64.30000305,5.300000191,375
usp0009y4b,08-08-2000 17:57,62.43,-25.873,10,5.400000095,0
usp0009y52,09-08-2000 00:08,-15.693,167.986,33,6.300000191,30
usp0009y65,09-08-2000 11:41,18.198,-102.48,45.79999924,6.5,95
usp0009y76,09-08-2000 22:55,-16.797,174.332,33,6.400000095,142
usp0009y7v,10-08-2000 07:07,48.732,142.258,10,5.199999809,144
usp0009y90,11-08-2000 03:09,13.045,144.508,51.70000076,5.400000095,41
usp0009y91,11-08-2000 03:09,-4.061192,26.641674,51.67467499,5.296581745,1
usp0009y92,11-08-2000 03:09,-11.175426,0.71432,40.9168663,5.164794922,1
usp0009y9w,11-08-2000 17:31,-18.184,-70.471,58.40000153,5.199999809,34
usp0009ya3,11-08-2000 21:54,-23.425,170.873,33,5.199999809,30
usp0009ya4,11-08-2000 21:54,-4.06037,26.644669,51.67591858,5.296596527,1
usp0009ya5,11-08-2000 21:54,-11.174604,0.717315,40.91810989,5.164810181,1
usp0009yar,12-08-2000 10:26,-3.072,136.112,33,6,146
usp0009yav,12-08-2000 14:13,8.369,-103.957,10,5.599999905,203
usp0009ybz,13-08-2000 04:19,-5.174,-77.76,33,5.099999905,0
usp0009yc1,13-08-2000 07:04,-11.172549,0.724804,40.92121506,5.164848328,1
usp0009yc3,13-08-2000 06:28,-4.058726,26.65066,51.67840576,5.296627045,1
usp0009yc5,13-08-2000 07:04,-4.058315,26.652158,51.67902756,5.296634674,1
usp0009yc7,13-08-2000 06:28,12.053,-82.755,10,5.199999809,0
usp0009yc9,13-08-2000 07:04,12.078,-82.919,10,5.5,0
usp0009yf1,14-08-2000 22:11,-11.172138,0.726302,40.92183685,5.164855957,1
usp0009yf2,14-08-2000 22:11,-11.171727,0.727799,40.92245865,5.16486311,1
usp0009yf3,14-08-2000 22:11,-4.057904,26.653655,51.67964935,5.296642303,1
usp0009yf4,14-08-2000 22:11,-4.057494,26.655153,51.68027115,5.296649933,1
usp0009yf5,14-08-2000 22:11,-9.345,153.849,10,5.099999905,147
usp0009yf6,14-08-2000 22:11,-9.377,153.854,10,6,147
usp0009yff,15-08-2000 03:18,-9.289,153.817,10,5.099999905,147
usp0009yfh,15-08-2000 04:03,-9.311,153.875,10,5.099999905,147
usp0009yfk,15-08-2000 04:30,-31.511,179.725,357.7000122,6.599999905,105
usp0009ygh,15-08-2000 15:02,34.175,139.124,10,5.199999809,129
usp0009ygp,15-08-2000 15:55,34.106,139.193,10,5.300000191,129
usp0009ygy,15-08-2000 17:22,34.199,139.167,10,5.300000191,129
usp0009yh1,15-08-2000 17:37,34.113,139.195,10,5.199999809,129
usp0009yh2,15-08-2000 17:37,-4.054617,26.665637,51.6846199,5.296703339,1
usp0009yh3,15-08-2000 17:37,-11.168851,0.738283,40.9268074,5.164916515,1
usp0009yhc,15-08-2000 18:19,34.157,139.209,10,5.300000191,129
usp0009yj5,15-08-2000 20:20,43.046,146.759,33,5.800000191,35
usp0009yj6,15-08-2000 20:20,-4.053795,26.668633,51.68586349,5.296718597,1
usp0009yj7,15-08-2000 20:20,-11.168029,0.741279,40.92805099,5.164931774,1
usp0009yjc,15-08-2000 21:05,40.041,77.736,33,5,0
usp0009yk2,16-08-2000 02:00,34.117,139.228,10,5.099999905,129
usp0009yk3,16-08-2000 02:00,-4.052973,26.671628,51.68710709,5.296733856,1
usp0009yk4,16-08-2000 02:00,-11.167207,0.744274,40.92929459,5.164947033,1
usp0009ykv,16-08-2000 18:34,6.422,124.695,28.10000038,5.300000191,40
usp0009ym6,17-08-2000 00:04,-21.901,-174.771,33,5.800000191,13
usp0009ym7,17-08-2000 00:04,-4.052151,26.674624,51.68834686,5.296749115,1
usp0009ym8,17-08-2000 00:04,-11.166385,0.74727,40.93053818,5.164962292,1
usp0009ynh,17-08-2000 14:00,-16.887,-172.659,33,5.599999905,13
usp0009ynz,17-08-2000 18:40,5.772,94.753,68.30000305,5.699999809,143
usp0009ypm,18-08-2000 01:52,34.127,139.18,10,5.699999809,129
usp0009ypq,18-08-2000 02:08,34.232,139.129,10,5,129
usp0009yqm,18-08-2000 13:21,-19.167,-70.132,69.5,5.199999809,34
usp0009yr6,18-08-2000 18:15,36.196,4.972,10,5.199999809,0
usp0009yr7,18-08-2000 18:15,-4.049685,26.68361,51.69207764,5.296794891,1
usp0009yr8,18-08-2000 18:15,-11.163919,0.756256,40.93426514,5.165008068,1
usp0009ysh,19-08-2000 12:41,36.244,141.42,33,5.5,35
usp0009ysz,19-08-2000 17:26,43.816,147.167,62.40000153,5.699999809,35
usp0009ytx,20-08-2000 07:55,7.427,126.549,174.3000031,5.699999809,40
usp0009yux,20-08-2000 22:38,-1.397,123.134,33,5.5,69
usp0009yvj,21-08-2000 09:16,-53.02,-45.966,10,6.099999905,0
usp0009yvz,21-08-2000 15:51,-14.141,167.542,33,5.300000191,30
usp0009yxp,22-08-2000 01:17,1.27,-82.296,33,5.099999905,0
usp0009yyp,22-08-2000 09:53,-22.221,174.565,33,5.199999809,0
usp0009yyy,22-08-2000 13:51,-6.274,154.664,70.40000153,5.699999809,30
usp0009yz6,22-08-2000 16:55,38.117,57.376,10,5.900000095,0
usp0009yz7,22-08-2000 16:55,-4.045575,26.698588,51.69829178,5.296870708,1
usp0009yz8,22-08-2000 16:55,-11.159809,0.771234,40.94047928,5.165083885,1
usp0009z04,23-08-2000 00:49,23.621,121.472,33,5.300000191,66
usp0009z05,23-08-2000 00:49,-4.045165,26.700085,51.69891357,5.296878338,1
usp0009z06,23-08-2000 00:49,-11.159398,0.772731,40.94110107,5.165091515,1
usp0009z0f,23-08-2000 05:14,51.298,-179.68,56.29999924,5.199999809,7
usp0009z1g,23-08-2000 13:41,40.68,30.72,15.30000019,5.300000191,0
usp0009z1r,23-08-2000 14:57,34.068,139.445,10,5.400000095,129
usp0009z1v,23-08-2000 15:46,21.335,-108.814,10,5.5,0
usp0009z1x,23-08-2000 16:15,-22.633,-68.276,118.1999969,5.5,34
usp0009z2w,24-08-2000 02:25,31.148,139.806,10,5,0
usp0009z3c,24-08-2000 11:17,-28.01,-13.23,10,5.5,0
usp0009z3f,24-08-2000 11:36,-6.026,102.687,33,5.800000191,37
usp0009z4p,25-08-2000 06:42,-24.74,-177.017,33,5.199999809,148
usp0009z5a,25-08-2000 18:33,-5.202,102.706,33,5.300000191,37
usp0009z6f,26-08-2000 09:02,53.032,-174.77,218,5.199999809,0
usp0009z6t,26-08-2000 13:55,-5.787,123.309,33,5.199999809,0
usp0009z6u,26-08-2000 14:39,21.787,146.547,33,5.099999905,0
usp0009z6w,26-08-2000 15:30,42.234,142.494,33,5,35
usp0009z76,26-08-2000 20:50,-9.305,153.896,33,5.199999809,147
usp0009z77,26-08-2000 20:50,-4.039,26.722551,51.70823288,5.296992779,1
usp0009z78,26-08-2000 20:50,-11.153234,0.795198,40.95042419,5.165205956,1
usp0009z7f,27-08-2000 00:45,33.899,139.408,10,5,129
usp0009z7k,27-08-2000 01:45,52.777,158.673,99,5.099999905,0
usp0009z7w,27-08-2000 04:22,-17.517,-179.064,548.9000244,5.5,39
usp0009z7y,27-08-2000 06:06,56.143,162.96,33,5.099999905,0
usp0009z8q,27-08-2000 17:19,22.219,143.76,99.59999847,5.599999905,71
usp0009z9b,28-08-2000 03:37,4.352,126.579,88.09999847,5.599999905,40
usp0009z9m,28-08-2000 08:19,37.814,142.104,33,5,35
usp0009z9r,28-08-2000 10:20,-42.672,-83.46,10,5,28
usp0009z9y,28-08-2000 15:05,-4.11,127.394,16,6.800000191,149
usp0009za0,28-08-2000 15:38,-3.986,127.325,10,6.099999905,149
usp0009za2,28-08-2000 15:43,-3.967,127.406,10,5.300000191,149
usp0009za4,28-08-2000 15:38,-4.03489,26.737529,51.71445084,5.297068596,1
usp0009za6,28-08-2000 15:43,-11.148713,0.811673,40.95726013,5.165289879,1
usp0009za8,28-08-2000 15:38,-11.149124,0.810175,40.95663834,5.165282249,1
usp0009zad,28-08-2000 18:39,-4.061,127.652,10,5,149
usp0009zag,28-08-2000 19:29,-4.163,127.311,33,6,149
usp0009zah,28-08-2000 19:29,-4.124,127.027,33,6.300000191,149
usp0009zau,29-08-2000 02:00,34.296,139.113,10,5.199999809,129
usp0009zb7,29-08-2000 07:14,3.113,96.438,33,5,36
usp0009zb8,29-08-2000 07:14,-4.032425,26.746515,51.7181778,5.297114372,1
usp0009zb9,29-08-2000 07:14,-11.146658,0.819161,40.9603653,5.165327549,1
usp0009zbk,29-08-2000 12:05,-38.385,146.226,12.19999981,5,0
usp0009zc12,29-08-2000 18:57,-11.145426,0.823655,40.96223068,5.165350437,1
usp0009zc17,29-08-2000 18:01,-11.145837,0.822157,40.96160889,5.165342808,1
usp0009zc2,29-08-2000 18:57,-4.031192,26.751008,51.72004318,5.29713726,1
usp0009zc3,29-08-2000 18:01,51.045,-177.487,33,5.099999905,7
usp0009zc7,29-08-2000 18:01,-4.031603,26.749511,51.71942139,5.297129631,1
usp0009zc8,29-08-2000 18:57,-27.579,-67.617,135.1999969,5,0
usp0009zck,30-08-2000 00:59,-29.381,-177.472,46.79999924,5.300000191,13
usp0009zda,30-08-2000 12:11,52.978,173.265,33,5.099999905,0
usp0009zdb,30-08-2000 12:17,53.005,173.31,33,5,0
usp0009zdp,30-08-2000 15:06,48.808,142.248,10,5,144
usp0009zge,01-09-2000 00:07,-36.136,-100.753,10,5.400000095,150
usp0009zh2,01-09-2000 11:56,1.438,96.591,33,6,36
usp0009zh3,01-09-2000 11:56,-4.118727,26.43199,51.58767319,5.295515537,1
usp0009zh4,01-09-2000 11:56,-11.232961,0.504636,40.8298645,5.163729191,1
usp0009zj1,02-09-2000 00:25,-5.053,133.611,33,5.5,91
usp0009zj2,02-09-2000 00:25,-4.118316,26.433488,51.58829498,5.295523167,1
usp0009zj3,02-09-2000 00:25,-11.23255,0.506134,40.8304863,5.16373682,1
usp0009zjp,02-09-2000 10:19,-17.917,-178.325,587.5,5.699999809,39
usp0009zka,02-09-2000 17:02,-20.073,-179.135,687.5999756,6,13
usp0009zkf,02-09-2000 20:06,-5.379,68.556,10,5.199999809,151
usp0009zm10,03-09-2000 05:00,-4.116673,26.439479,51.59078217,5.295553684,1
usp0009zm11,03-09-2000 05:00,-11.230907,0.512125,40.83296967,5.163766861,1
usp0009zm9,03-09-2000 05:00,1.57,126.893,114,5.199999809,40
usp0009zmj,03-09-2000 08:21,-20.547,-177.821,363.7999878,5.800000191,13
usp0009zmv,03-09-2000 11:01,43.024,146.773,52.70000076,5.5,35
usp0009zqe,04-09-2000 17:26,4.17,94.924,33,5,143
usp0009zr1,05-09-2000 00:32,17.367,73.849,10,5.199999809,0
usp0009zr13,05-09-2000 00:32,-4.115029,26.44547,51.59326935,5.295584202,1
usp0009zr20,05-09-2000 02:58,-11.228852,0.519614,40.83607864,5.163805008,1
usp0009zr27,05-09-2000 00:32,-11.229263,0.518116,40.83545685,5.163797379,1
usp0009zr6,05-09-2000 02:58,-4.114618,26.446967,51.59388733,5.295591831,1
usp0009zr8,05-09-2000 02:58,-8.474,112.137,136.8999939,5.099999905,64
usp0009zrg,05-09-2000 08:43,-21.949,-174.569,33,5.300000191,13
usp0009zrt,05-09-2000 15:43,-21.898,-174.473,33,5,13
usp0009zry,05-09-2000 17:48,51.466,-178.443,33,5.300000191,7
usp0009zsn,06-09-2000 04:26,1.465,126.259,64.59999847,5.099999905,40
usp0009zsx,06-09-2000 07:20,-4.433,102.063,33,5.199999809,37
usp0009zuv,07-09-2000 13:44,-4.139,139.83,82.59999847,5.099999905,17
usp0009zvz,08-09-2000 01:34,-39.841,41.762,10,5.800000191,0
usp0009zxf,08-09-2000 22:41,7.183,122.094,32.90000153,5.5,0
usp0009zxx,09-09-2000 06:01,6.422,95.456,229.3000031,5.699999809,0
usp0009zya,09-09-2000 10:00,-22.763,-175.345,33,5.599999905,13
usp0009zym,09-09-2000 12:18,-35.875,-103.064,10,5.900000095,23
usp0009zzf,10-09-2000 03:16,13.69,120.174,65.59999847,5.5,59
usp0009zzx,10-09-2000 08:54,24.008,121.526,34.79999924,5.800000191,66
usp000a001,10-09-2000 19:06,-4.108042,26.470931,51.60383224,5.295713425,1
usp000a002,10-09-2000 20:18,-11.221454,0.546573,40.84726334,5.163942337,1
usp000a004,10-09-2000 19:45,-4.107631,26.472429,51.60445404,5.295721054,1
usp000a005,10-09-2000 19:45,-11.221865,0.545075,40.84664154,5.163934708,1
usp000a007,10-09-2000 20:18,-4.10722,26.473927,51.60507584,5.295728683,1
usp000a008,10-09-2000 19:06,-11.222276,0.543577,40.84601974,5.163927078,1
usp000a00q,10-09-2000 17:08,-1.19,129.292,33,5.400000095,0
usp000a00r,10-09-2000 17:11,-1.179,129.348,33,5.5,0
usp000a010,10-09-2000 19:06,-1.112,129.332,33,6.099999905,0
usp000a013,10-09-2000 19:45,-5.619,130.611,62.79999924,5.5,74
usp000a016,10-09-2000 20:18,-1.271,129.324,33,5,0
usp000a01d,10-09-2000 21:37,-1.924,-12.961,10,5.5,373
usp000a01j,10-09-2000 22:49,34.43,139.181,10,5.300000191,129
usp000a01t,10-09-2000 23:56,11.51,-86.199,83.19999695,5.400000095,115
usp000a02r,11-09-2000 10:03,-57.727,-25.138,33,5.300000191,121
usp000a039,11-09-2000 17:17,-15.877,-173.691,115.4000015,6.300000191,13
usp000a03d,11-09-2000 19:41,-12.085,166.518,33,5.099999905,30
usp000a03h,12-09-2000 00:27,35.389,99.343,10,6.099999905,152
usp000a03q,12-09-2000 01:19,35.362,99.381,10,5,152
usp000a03u,12-09-2000 01:55,35.331,99.303,10,5.099999905,152
usp000a040,11-09-2000 17:17,-4.105166,26.481415,51.608181,5.29576683,1
usp000a041,11-09-2000 17:17,-11.219399,0.554062,40.85037231,5.163980484,1
usp000a04a,12-09-2000 07:14,-7.129,128.88,162.6999969,5,74
usp000a054,12-09-2000 16:27,-5.435,101.823,33,6,37
usp000a055,12-09-2000 16:27,-4.1027,26.490402,51.61191177,5.295812607,1
usp000a056,12-09-2000 16:27,-11.216934,0.563048,40.85409927,5.164025784,1
usp000a063,13-09-2000 15:11,-11.216112,0.566044,40.85534286,5.164041042,1
usp000a066,13-09-2000 17:23,-11.215701,0.567541,40.85596466,5.164048672,1
usp000a069,13-09-2000 15:11,-4.101878,26.493397,51.61315536,5.295827866,1
usp000a06z,13-09-2000 13:09,27.823,51.681,33,5,0
usp000a072,13-09-2000 17:23,-4.101467,26.494895,51.61377716,5.295835495,1
usp000a075,13-09-2000 15:11,34.144,95.118,33,5,0
usp000a078,13-09-2000 17:23,40.289,143.202,33,5.199999809,35
usp000a07h,13-09-2000 22:29,-54.112,-136.821,10,5.400000095,153
usp000a08h,14-09-2000 14:59,-15.742,179.801,33,6.199999809,0
usp000a08q,14-09-2000 17:33,-22.468,-176.332,109.5,5.5,13
usp000a091,14-09-2000 22:18,-33.813,56.343,10,5.199999809,0
usp000a092,14-09-2000 22:18,-4.099823,26.500886,51.61626053,5.295866013,1
usp000a093,14-09-2000 22:18,-11.214057,0.573532,40.85844803,5.164079189,1
usp000a0an,16-09-2000 02:37,-38.12,178.74,66.59999847,5,0
usp000a0b0,16-09-2000 11:03,0.253,122.073,211.1999969,5.5,69
usp000a0b1,16-09-2000 11:03,-4.099001,26.503882,51.61750412,5.295881271,1
usp000a0b2,16-09-2000 11:03,-11.213235,0.576528,40.85969162,5.164094448,1
usp000a0ba,16-09-2000 17:26,-30.256,-178.142,62.90000153,5.599999905,13
usp000a0bj,16-09-2000 21:11,-38.359,78.593,10,5.099999905,0
usp000a0br,16-09-2000 23:04,24.031,122.468,33,5.300000191,66
usp000a0cp,17-09-2000 09:29,-5.361,146.765,228,5.900000095,30
usp000a0e10,17-09-2000 20:54,-4.096946,26.51137,51.62060928,5.295919418,1
usp000a0e11,17-09-2000 20:54,-11.21118,0.584016,40.8628006,5.164132595,1
usp000a0e9,17-09-2000 20:54,19.186,144.563,33,5.400000095,65
usp000a0ej,17-09-2000 22:50,52.565,-178.283,205.3000031,5.300000191,0
usp000a0fd,18-09-2000 10:22,-3.573,128.704,33,5.199999809,0
usp000a0fh,18-09-2000 11:28,-0.455,122.811,71.19999695,5,69
usp000a0hf,19-09-2000 15:19,38.301,57.479,33,5.199999809,0
usp000a0hw,19-09-2000 22:23,-29.364,-176.384,33,5.300000191,13
usp000a0j10,20-09-2000 05:30,-4.094069,26.521854,51.62496185,5.295972347,1
usp000a0j11,20-09-2000 05:30,-11.208303,0.594501,40.86714935,5.164186001,1
usp000a0j9,20-09-2000 05:30,46.377,153.149,33,5.400000095,35
usp000a0jc,20-09-2000 07:15,-5.985,147.665,58.40000153,5.099999905,30
usp000a0jh,20-09-2000 08:37,-1.885,-80.461,33,5.5,154
usp000a0k0,20-09-2000 19:21,35.418,99.547,33,5.099999905,152
usp000a0k1,20-09-2000 19:21,-4.092837,26.526348,51.62682724,5.295995235,1
usp000a0k2,20-09-2000 19:21,-11.207071,0.598994,40.86901474,5.164208412,1
usp000a0mf,21-09-2000 14:33,-5.711,110.622,560.9000244,5.400000095,0
usp000a0mn,21-09-2000 17:45,-56.51,-141.828,10,5.599999905,12
usp000a0n10,22-09-2000 05:12,-4.091604,26.530841,51.62868881,5.296018124,1
usp000a0n11,22-09-2000 05:12,-11.205838,0.603487,40.87088013,5.1642313,1
usp000a0n9,22-09-2000 05:12,-20.951,-176.465,184.1999969,5.400000095,13
usp000a0nr,22-09-2000 13:21,-29.847,-178.381,156.5,5.5,13
usp000a0p3,22-09-2000 18:22,-4.964,102.104,33,6.199999809,37
usp000a0p4,22-09-2000 18:22,-4.090782,26.533836,51.6299324,5.296033382,1
usp000a0p5,22-09-2000 18:22,-11.205016,0.606482,40.8721199,5.164246559,1
usp000a0pe,23-09-2000 02:13,4.367,-32.593,10,5.5,0
usp000a0pf,23-09-2000 02:17,4.276,-32.607,10,5.699999809,0
usp000a0pu,23-09-2000 08:42,-11.674,166.405,125,5.5,30
usp000a0rk,24-09-2000 15:26,-39.386,175.44,100,5.099999905,375
usp000a0sc,25-09-2000 04:00,-46.806,37.59,10,5.900000095,0
usp000a0sx,25-09-2000 13:40,0.058,123.367,173.6000061,5.199999809,69
usp000a0ty,26-09-2000 06:17,-17.178,-173.927,56,6.400000095,13
usp000a0u5,26-09-2000 07:10,-17.255,-174.109,33,5,13
usp000a0u6,26-09-2000 07:10,-4.087083,26.547316,51.63552475,5.296102047,1
usp000a0u7,26-09-2000 07:10,-11.201317,0.619962,40.87771606,5.164315224,1
usp000a0v2,26-09-2000 16:49,1.123,127.442,142,5.900000095,40
usp000a0v3,26-09-2000 16:49,-4.086672,26.548814,51.63614655,5.296109676,1
usp000a0v4,26-09-2000 16:49,-11.200906,0.62146,40.87833405,5.164322853,1
usp000a0vv,27-09-2000 02:08,-4.494,102.333,33,5,37
usp000a0w3,27-09-2000 05:02,-16.8,-73.058,44.20000076,5.099999905,34
usp000a0w4,27-09-2000 05:02,-4.08585,26.551809,51.63739014,5.296124935,1
usp000a0w5,27-09-2000 05:02,-11.200084,0.624455,40.87957764,5.164338112,1
usp000a0z0,28-09-2000 23:23,-4.085439,26.553307,51.63801193,5.296132565,1
usp000a0z1,28-09-2000 23:35,-4.085028,26.554805,51.63863373,5.296140194,1
usp000a0z2,28-09-2000 23:23,-0.215,-80.582,22.89999962,6.400000095,0
usp000a0z3,28-09-2000 23:35,-10.289,161.438,33,5.099999905,30
